Recorrido,Latitud,Longitud
Ruta San Jose - Alajuelita - Tejarcillos,-84.09457,9.922018
Ruta San Jose - Alajuelita - Tejarcillos,-84.094642,9.921924
Ruta San Jose - Alajuelita - Tejarcillos,-84.094667,9.921806
Ruta San Jose - Alajuelita - Tejarcillos,-84.094656,9.921738
Ruta San Jose - Alajuelita - Tejarcillos,-84.094602,9.921522
Ruta San Jose - Alajuelita - Tejarcillos,-84.094424,9.920984
Ruta San Jose - Alajuelita - Tejarcillos,-84.094218,9.920284
Ruta San Jose - Alajuelita - Tejarcillos,-84.094196,9.920098
Ruta San Jose - Alajuelita - Tejarcillos,-84.094196,9.919994
Ruta San Jose - Alajuelita - Tejarcillos,-84.094221,9.919847
Ruta San Jose - Alajuelita - Tejarcillos,-84.094308,9.91962
Ruta San Jose - Alajuelita - Tejarcillos,-84.09458,9.919114
Ruta San Jose - Alajuelita - Tejarcillos,-84.094713,9.918924
Ruta San Jose - Alajuelita - Tejarcillos,-84.095274,9.91816
Ruta San Jose - Alajuelita - Tejarcillos,-84.095585,9.917795
Ruta San Jose - Alajuelita - Tejarcillos,-84.095668,9.917696
Ruta San Jose - Alajuelita - Tejarcillos,-84.096,9.917299
Ruta San Jose - Alajuelita - Tejarcillos,-84.096393,9.916755
Ruta San Jose - Alajuelita - Tejarcillos,-84.096509,9.916568
Ruta San Jose - Alajuelita - Tejarcillos,-84.096719,9.916114
Ruta San Jose - Alajuelita - Tejarcillos,-84.096928,9.915601
Ruta San Jose - Alajuelita - Tejarcillos,-84.096962,9.915509
Ruta San Jose - Alajuelita - Tejarcillos,-84.097232,9.914771
Ruta San Jose - Alajuelita - Tejarcillos,-84.097307,9.914628
Ruta San Jose - Alajuelita - Tejarcillos,-84.097485,9.914515
Ruta San Jose - Alajuelita - Tejarcillos,-84.097845,9.914357
Ruta San Jose - Alajuelita - Tejarcillos,-84.09799,9.91425
Ruta San Jose - Alajuelita - Tejarcillos,-84.098076,9.914156
Ruta San Jose - Alajuelita - Tejarcillos,-84.098117,9.913948
Ruta San Jose - Alajuelita - Tejarcillos,-84.098185,9.913534
Ruta San Jose - Alajuelita - Tejarcillos,-84.098211,9.913214
Ruta San Jose - Alajuelita - Tejarcillos,-84.098199,9.912761
Ruta San Jose - Alajuelita - Tejarcillos,-84.098213,9.912723
Ruta San Jose - Alajuelita - Tejarcillos,-84.098339,9.912369
Ruta San Jose - Alajuelita - Tejarcillos,-84.099033,9.911515
Ruta San Jose - Alajuelita - Tejarcillos,-84.099062,9.911421
Ruta San Jose - Alajuelita - Tejarcillos,-84.09906,9.911328
Ruta San Jose - Alajuelita - Tejarcillos,-84.099029,9.911204
Ruta San Jose - Alajuelita - Tejarcillos,-84.099045,9.911075
Ruta San Jose - Alajuelita - Tejarcillos,-84.099111,9.910929
Ruta San Jose - Alajuelita - Tejarcillos,-84.099147,9.910833
Ruta San Jose - Alajuelita - Tejarcillos,-84.099275,9.910692
Ruta San Jose - Alajuelita - Tejarcillos,-84.099255,9.910531
Ruta San Jose - Alajuelita - Tejarcillos,-84.099103,9.909948
Ruta San Jose - Alajuelita - Tejarcillos,-84.099059,9.909839
Ruta San Jose - Alajuelita - Tejarcillos,-84.098956,9.909587
Ruta San Jose - Alajuelita - Tejarcillos,-84.098661,9.90918
Ruta San Jose - Alajuelita - Tejarcillos,-84.098572,9.909041
Ruta San Jose - Alajuelita - Tejarcillos,-84.098536,9.908883
Ruta San Jose - Alajuelita - Tejarcillos,-84.098553,9.908757
Ruta San Jose - Alajuelita - Tejarcillos,-84.098589,9.908632
Ruta San Jose - Alajuelita - Tejarcillos,-84.098661,9.908536
Ruta San Jose - Alajuelita - Tejarcillos,-84.098767,9.908472
Ruta San Jose - Alajuelita - Tejarcillos,-84.09884,9.90845
Ruta San Jose - Alajuelita - Tejarcillos,-84.098943,9.908443
Ruta San Jose - Alajuelita - Tejarcillos,-84.099037,9.908462
Ruta San Jose - Alajuelita - Tejarcillos,-84.099129,9.908508
Ruta San Jose - Alajuelita - Tejarcillos,-84.099228,9.908582
Ruta San Jose - Alajuelita - Tejarcillos,-84.099407,9.908749
Ruta San Jose - Alajuelita - Tejarcillos,-84.099496,9.908821
Ruta San Jose - Alajuelita - Tejarcillos,-84.099597,9.908871
Ruta San Jose - Alajuelita - Tejarcillos,-84.099677,9.908878
Ruta San Jose - Alajuelita - Tejarcillos,-84.100027,9.908782
Ruta San Jose - Alajuelita - Tejarcillos,-84.100167,9.908732
Ruta San Jose - Alajuelita - Tejarcillos,-84.100273,9.908677
Ruta San Jose - Alajuelita - Tejarcillos,-84.100389,9.908584
Ruta San Jose - Alajuelita - Tejarcillos,-84.100456,9.908474
Ruta San Jose - Alajuelita - Tejarcillos,-84.100478,9.908335
Ruta San Jose - Alajuelita - Tejarcillos,-84.100463,9.908242
Ruta San Jose - Alajuelita - Tejarcillos,-84.100381,9.908112
Ruta San Jose - Alajuelita - Tejarcillos,-84.100089,9.90767
Ruta San Jose - Alajuelita - Tejarcillos,-84.099809,9.907254
Ruta San Jose - Alajuelita - Tejarcillos,-84.099693,9.907086
Ruta San Jose - Alajuelita - Tejarcillos,-84.099633,9.906981
Ruta San Jose - Alajuelita - Tejarcillos,-84.099577,9.906787
Ruta San Jose - Alajuelita - Tejarcillos,-84.09958,9.90668
Ruta San Jose - Alajuelita - Tejarcillos,-84.099623,9.906574
Ruta San Jose - Alajuelita - Tejarcillos,-84.099671,9.906503
Ruta San Jose - Alajuelita - Tejarcillos,-84.099768,9.906397
Ruta San Jose - Alajuelita - Tejarcillos,-84.09991,9.906297
Ruta San Jose - Alajuelita - Tejarcillos,-84.099999,9.906227
Ruta San Jose - Alajuelita - Tejarcillos,-84.100098,9.906124
Ruta San Jose - Alajuelita - Tejarcillos,-84.100106,9.906108
Ruta San Jose - Alajuelita - Tejarcillos,-84.100168,9.905967
Ruta San Jose - Alajuelita - Tejarcillos,-84.100202,9.905878
Ruta San Jose - Alajuelita - Tejarcillos,-84.100231,9.90579
Ruta San Jose - Alajuelita - Tejarcillos,-84.100238,9.90566
Ruta San Jose - Alajuelita - Tejarcillos,-84.10012,9.905062
Ruta San Jose - Alajuelita - Tejarcillos,-84.100088,9.904916
Ruta San Jose - Alajuelita - Tejarcillos,-84.099952,9.904238
Ruta San Jose - Alajuelita - Tejarcillos,-84.099753,9.903278
Ruta San Jose - Alajuelita - Tejarcillos,-84.099808,9.903264
Ruta San Jose - Coronado,-84.067582,9.934786
Ruta San Jose - Coronado,-84.06757,9.934811
Ruta San Jose - Coronado,-84.067315,9.935465
Ruta San Jose - Coronado,-84.067295,9.935522
Ruta San Jose - Coronado,-84.066809,9.936881
Ruta San Jose - Coronado,-84.066327,9.938119
Ruta San Jose - Coronado,-84.066158,9.938859
Ruta San Jose - Coronado,-84.066049,9.939239
Ruta San Jose - Coronado,-84.066057,9.939332
Ruta San Jose - Coronado,-84.06603,9.939437
Ruta San Jose - Coronado,-84.065945,9.939604
Ruta San Jose - Coronado,-84.065593,9.940014
Ruta San Jose - Coronado,-84.065466,9.940188
Ruta San Jose - Coronado,-84.065391,9.940322
Ruta San Jose - Coronado,-84.065339,9.940337
Ruta San Jose - Coronado,-84.065121,9.941057
Ruta San Jose - Coronado,-84.064955,9.94166
Ruta San Jose - Coronado,-84.064933,9.941741
Ruta San Jose - Coronado,-84.064819,9.942104
Ruta San Jose - Coronado,-84.064652,9.942218
Ruta San Jose - Coronado,-84.062904,9.942526
Ruta San Jose - Coronado,-84.061434,9.9428
Ruta San Jose - Coronado,-84.06077,9.942924
Ruta San Jose - Coronado,-84.060464,9.942959
Ruta San Jose - Coronado,-84.060218,9.943103
Ruta San Jose - Coronado,-84.059875,9.943254
Ruta San Jose - Coronado,-84.059767,9.943307
Ruta San Jose - Coronado,-84.059552,9.943412
Ruta San Jose - Coronado,-84.058897,9.943778
Ruta San Jose - Coronado,-84.057851,9.944359
Ruta San Jose - Coronado,-84.057826,9.944373
Ruta San Jose - Coronado,-84.056592,9.945045
Ruta San Jose - Coronado,-84.056317,9.945199
Ruta San Jose - Coronado,-84.056305,9.945206
Ruta San Jose - Coronado,-84.054714,9.946071
Ruta San Jose - Coronado,-84.053128,9.946929
Ruta San Jose - Coronado,-84.052296,9.947385
Ruta San Jose - Coronado,-84.052228,9.947421
Ruta San Jose - Coronado,-84.051431,9.947838
Ruta San Jose - Coronado,-84.050182,9.948502
Ruta San Jose - Coronado,-84.049547,9.948861
Ruta San Jose - Coronado,-84.049317,9.94899
Ruta San Jose - Coronado,-84.049063,9.949133
Ruta San Jose - Coronado,-84.04883,9.949316
Ruta San Jose - Coronado,-84.048416,9.949685
Ruta San Jose - Coronado,-84.048221,9.949821
Ruta San Jose - Coronado,-84.047446,9.950508
Ruta San Jose - Coronado,-84.046891,9.950995
Ruta San Jose - Coronado,-84.046428,9.951403
Ruta San Jose - Coronado,-84.04553,9.952192
Ruta San Jose - Coronado,-84.044594,9.95302
Ruta San Jose - Coronado,-84.044371,9.953224
Ruta San Jose - Coronado,-84.043417,9.954097
Ruta San Jose - Coronado,-84.042542,9.95483
Ruta San Jose - Coronado,-84.042156,9.955123
Ruta San Jose - Coronado,-84.041477,9.955638
Ruta San Jose - Coronado,-84.040904,9.956216
Ruta San Jose - Coronado,-84.040284,9.956818
Ruta San Jose - Coronado,-84.04019,9.956909
Ruta San Jose - Coronado,-84.039381,9.957874
Ruta San Jose - Coronado,-84.038909,9.958456
Ruta San Jose - Coronado,-84.038678,9.958838
Ruta San Jose - Coronado,-84.038234,9.959552
Ruta San Jose - Coronado,-84.038081,9.959756
Ruta San Jose - Coronado,-84.038039,9.959813
Ruta San Jose - Coronado,-84.037482,9.96036
Ruta San Jose - Coronado,-84.036984,9.960815
Ruta San Jose - Coronado,-84.036067,9.961633
Ruta San Jose - Coronado,-84.036032,9.961664
Ruta San Jose - Coronado,-84.035038,9.962539
Ruta San Jose - Coronado,-84.034758,9.962718
Ruta San Jose - Coronado,-84.034462,9.962908
Ruta San Jose - Coronado,-84.034159,9.963132
Ruta San Jose - Coronado,-84.033746,9.963646
Ruta San Jose - Coronado,-84.033561,9.963884
Ruta San Jose - Coronado,-84.033538,9.963913
Ruta San Jose - Coronado,-84.033339,9.964092
Ruta San Jose - Coronado,-84.033147,9.964209
Ruta San Jose - Coronado,-84.03291,9.964323
Ruta San Jose - Coronado,-84.032722,9.964338
Ruta San Jose - Coronado,-84.032556,9.964334
Ruta San Jose - Coronado,-84.032245,9.964273
Ruta San Jose - Coronado,-84.031972,9.964212
Ruta San Jose - Coronado,-84.031726,9.964198
Ruta San Jose - Coronado,-84.03151,9.964216
Ruta San Jose - Coronado,-84.031378,9.964257
Ruta San Jose - Coronado,-84.03115,9.964377
Ruta San Jose - Coronado,-84.030815,9.964606
Ruta San Jose - Coronado,-84.030386,9.964909
Ruta San Jose - Coronado,-84.030223,9.964978
Ruta San Jose - Coronado,-84.029641,9.965226
Ruta San Jose - Coronado,-84.029098,9.965457
Ruta San Jose - Coronado,-84.028956,9.965517
Ruta San Jose - Coronado,-84.028566,9.965651
Ruta San Jose - Coronado,-84.028203,9.965713
Ruta San Jose - Coronado,-84.027342,9.965733
Ruta San Jose - Coronado,-84.026953,9.965762
Ruta San Jose - Coronado,-84.026758,9.965795
Ruta San Jose - Coronado,-84.02661,9.965842
Ruta San Jose - Coronado,-84.026468,9.965889
Ruta San Jose - Coronado,-84.026274,9.965997
Ruta San Jose - Coronado,-84.026011,9.966173
Ruta San Jose - Coronado,-84.025761,9.966397
Ruta San Jose - Coronado,-84.02548,9.966628
Ruta San Jose - Coronado,-84.025444,9.966657
Ruta San Jose - Coronado,-84.025261,9.966751
Ruta San Jose - Coronado,-84.025064,9.966805
Ruta San Jose - Coronado,-84.02491,9.966834
Ruta San Jose - Coronado,-84.02473,9.966824
Ruta San Jose - Coronado,-84.024517,9.96677
Ruta San Jose - Coronado,-84.024215,9.96663
Ruta San Jose - Coronado,-84.023916,9.966467
Ruta San Jose - Coronado,-84.023769,9.966397
Ruta San Jose - Coronado,-84.023619,9.966355
Ruta San Jose - Coronado,-84.022873,9.966278
Ruta San Jose - Coronado,-84.022745,9.966265
Ruta San Jose - Coronado,-84.022401,9.966279
Ruta San Jose - Coronado,-84.022233,9.966337
Ruta San Jose - Coronado,-84.021971,9.966484
Ruta San Jose - Coronado,-84.021849,9.966582
Ruta San Jose - Coronado,-84.021701,9.966724
Ruta San Jose - Coronado,-84.021521,9.966923
Ruta San Jose - Coronado,-84.021349,9.96717
Ruta San Jose - Coronado,-84.021243,9.967333
Ruta San Jose - Coronado,-84.021099,9.967529
Ruta San Jose - Coronado,-84.020954,9.967685
Ruta San Jose - Coronado,-84.020736,9.967848
Ruta San Jose - Coronado,-84.020562,9.96795
Ruta San Jose - Coronado,-84.020329,9.968052
Ruta San Jose - Coronado,-84.019732,9.968207
Ruta San Jose - Coronado,-84.019398,9.968254
Ruta San Jose - Coronado,-84.01932,9.968266
Ruta San Jose - Coronado,-84.01894,9.968328
Ruta San Jose - Coronado,-84.018629,9.968399
Ruta San Jose - Coronado,-84.018281,9.968541
Ruta San Jose - Coronado,-84.018007,9.968707
Ruta San Jose - Coronado,-84.017728,9.968863
Ruta San Jose - Coronado,-84.017596,9.968937
Ruta San Jose - Coronado,-84.017248,9.96912
Ruta San Jose - Coronado,-84.016947,9.969259
Ruta San Jose - Coronado,-84.016409,9.969478
Ruta San Jose - Coronado,-84.016195,9.969565
Ruta San Jose - Coronado,-84.015973,9.969687
Ruta San Jose - Coronado,-84.015768,9.969866
Ruta San Jose - Coronado,-84.015499,9.970143
Ruta San Jose - Coronado,-84.015082,9.970604
Ruta San Jose - Coronado,-84.014677,9.970884
Ruta San Jose - Coronado,-84.014076,9.971166
Ruta San Jose - Coronado,-84.013796,9.971297
Ruta San Jose - Coronado,-84.013451,9.971451
Ruta San Jose - Coronado,-84.013143,9.971593
Ruta San Jose - Coronado,-84.012929,9.97175
Ruta San Jose - Coronado,-84.012865,9.971805
Ruta San Jose - Coronado,-84.012764,9.971914
Ruta San Jose - Coronado,-84.012514,9.972203
Ruta San Jose - Coronado,-84.011998,9.972867
Ruta San Jose - Coronado,-84.011798,9.973111
Ruta San Jose - Coronado,-84.011616,9.973269
Ruta San Jose - Coronado,-84.011397,9.973411
Ruta San Jose - Coronado,-84.011091,9.973579
Ruta San Jose - Coronado,-84.011057,9.973598
Ruta San Jose - Coronado,-84.010869,9.973698
Ruta San Jose - Coronado,-84.010482,9.973967
Ruta San Jose - Coronado,-84.010354,9.974145
Ruta San Jose - Coronado,-84.010223,9.974271
Ruta San Jose - Coronado,-84.010162,9.974434
Ruta San Jose - Coronado,-84.010147,9.974789
Ruta San Jose - Coronado,-84.010106,9.975092
Ruta San Jose - Coronado,-84.010104,9.975106
Ruta San Jose - Coronado,-84.010014,9.975937
Ruta San Jose - Coronado,-84.010015,9.975933
Ruta San Jose - Coronado,-84.009972,9.976359
Ruta San Jose - Coronado,-84.009933,9.976738
Ruta San Jose - Coronado,-84.009813,9.97771
Ruta San Jose - Coronado,-84.008926,9.977597
Ruta San Jose - Coronado,-84.008457,9.977533
Ruta San Jose - Coronado,-84.008005,9.977471
Ruta San Jose - Coronado,-84.00788,9.978343
Ruta San Jose - Coronado,-84.007053,9.978236
Ruta San Jose - Coronado,-84.007036,9.978117
Ruta San Jose - Coronado,-84.007123,9.977443
Ruta San Jose - Coronado,-84.007237,9.97637
Ruta San Jose - Coronado,-84.007239,9.976359
Ruta San Jose - Coronado,-84.007318,9.975663
Ruta San Jose - Coronado,-84.007376,9.97562
Ruta San Jose - Coronado,-84.007456,9.975613
Ruta San Jose - Coronado,-84.008905,9.975781
Ruta San Jose - Coronado,-84.00999,9.975907
Ruta San Jose - Coronado,-84.010077,9.975103
Ruta San Jose - Coronado,-84.01012,9.974787
Ruta San Jose - Coronado,-84.010134,9.974428
Ruta San Jose - Coronado,-84.0102,9.974256
Ruta San Jose - Coronado,-84.010333,9.974127
Ruta San Jose - Coronado,-84.01045,9.973965
Ruta San Jose - Coronado,-84.010463,9.973947
Ruta San Jose - Coronado,-84.010855,9.973675
Ruta San Jose - Coronado,-84.011078,9.973556
Ruta San Jose - Coronado,-84.011383,9.973388
Ruta San Jose - Coronado,-84.0116,9.973248
Ruta San Jose - Coronado,-84.011778,9.973092
Ruta San Jose - Coronado,-84.011977,9.97285
Ruta San Jose - Coronado,-84.012493,9.972186
Ruta San Jose - Coronado,-84.012743,9.971896
Ruta San Jose - Coronado,-84.012755,9.971883
Ruta San Jose - Coronado,-84.012846,9.971785
Ruta San Jose - Coronado,-84.012912,9.971728
Ruta San Jose - Coronado,-84.013129,9.97157
Ruta San Jose - Coronado,-84.01344,9.971426
Ruta San Jose - Coronado,-84.013785,9.971272
Ruta San Jose - Coronado,-84.014663,9.970861
Ruta San Jose - Coronado,-84.015064,9.970583
Ruta San Jose - Coronado,-84.015479,9.970124
Ruta San Jose - Coronado,-84.015523,9.970079
Ruta San Jose - Coronado,-84.015749,9.969847
Ruta San Jose - Coronado,-84.015957,9.969665
Ruta San Jose - Coronado,-84.016183,9.96954
Ruta San Jose - Coronado,-84.016936,9.969234
Ruta San Jose - Coronado,-84.017236,9.969095
Ruta San Jose - Coronado,-84.01725,9.969088
Ruta San Jose - Coronado,-84.017583,9.968913
Ruta San Jose - Coronado,-84.017993,9.968684
Ruta San Jose - Coronado,-84.018268,9.968516
Ruta San Jose - Coronado,-84.018621,9.968373
Ruta San Jose - Coronado,-84.018935,9.968301
Ruta San Jose - Coronado,-84.019316,9.968239
Ruta San Jose - Coronado,-84.019708,9.968183
Ruta San Jose - Coronado,-84.019727,9.96818
Ruta San Jose - Coronado,-84.02032,9.968026
Ruta San Jose - Coronado,-84.020549,9.967926
Ruta San Jose - Coronado,-84.02072,9.967825
Ruta San Jose - Coronado,-84.020935,9.967665
Ruta San Jose - Coronado,-84.021078,9.967512
Ruta San Jose - Coronado,-84.02122,9.967318
Ruta San Jose - Coronado,-84.021326,9.967155
Ruta San Jose - Coronado,-84.0215,9.966906
Ruta San Jose - Coronado,-84.021681,9.966705
Ruta San Jose - Coronado,-84.02183,9.966562
Ruta San Jose - Coronado,-84.021956,9.966461
Ruta San Jose - Coronado,-84.022221,9.966312
Ruta San Jose - Coronado,-84.022396,9.966252
Ruta San Jose - Coronado,-84.022746,9.966238
Ruta San Jose - Coronado,-84.023319,9.966297
Ruta San Jose - Coronado,-84.023624,9.966328
Ruta San Jose - Coronado,-84.023778,9.966372
Ruta San Jose - Coronado,-84.023928,9.966443
Ruta San Jose - Coronado,-84.024227,9.966606
Ruta San Jose - Coronado,-84.024527,9.966745
Ruta San Jose - Coronado,-84.024734,9.966797
Ruta San Jose - Coronado,-84.024908,9.966807
Ruta San Jose - Coronado,-84.025058,9.966778
Ruta San Jose - Coronado,-84.025251,9.966725
Ruta San Jose - Coronado,-84.025429,9.966635
Ruta San Jose - Coronado,-84.025743,9.966376
Ruta San Jose - Coronado,-84.025964,9.966178
Ruta San Jose - Coronado,-84.025994,9.966151
Ruta San Jose - Coronado,-84.026259,9.965974
Ruta San Jose - Coronado,-84.026457,9.965864
Ruta San Jose - Coronado,-84.026602,9.965816
Ruta San Jose - Coronado,-84.026752,9.965768
Ruta San Jose - Coronado,-84.026949,9.965735
Ruta San Jose - Coronado,-84.02734,9.965706
Ruta San Jose - Coronado,-84.0282,9.965686
Ruta San Jose - Coronado,-84.028559,9.965625
Ruta San Jose - Coronado,-84.028946,9.965492
Ruta San Jose - Coronado,-84.02963,9.965201
Ruta San Jose - Coronado,-84.029712,9.965166
Ruta San Jose - Coronado,-84.030372,9.964885
Ruta San Jose - Coronado,-84.030799,9.964584
Ruta San Jose - Coronado,-84.031136,9.964354
Ruta San Jose - Coronado,-84.031368,9.964232
Ruta San Jose - Coronado,-84.031505,9.964189
Ruta San Jose - Coronado,-84.031726,9.964171
Ruta San Jose - Coronado,-84.031976,9.964185
Ruta San Jose - Coronado,-84.032251,9.964246
Ruta San Jose - Coronado,-84.032559,9.964307
Ruta San Jose - Coronado,-84.032721,9.964311
Ruta San Jose - Coronado,-84.032902,9.964297
Ruta San Jose - Coronado,-84.033134,9.964185
Ruta San Jose - Coronado,-84.033322,9.96407
Ruta San Jose - Coronado,-84.033518,9.963895
Ruta San Jose - Coronado,-84.033724,9.963629
Ruta San Jose - Coronado,-84.03414,9.963112
Ruta San Jose - Coronado,-84.034447,9.962886
Ruta San Jose - Coronado,-84.034681,9.962736
Ruta San Jose - Coronado,-84.035021,9.962518
Ruta San Jose - Coronado,-84.036049,9.961613
Ruta San Jose - Coronado,-84.036966,9.960795
Ruta San Jose - Coronado,-84.037463,9.96034
Ruta San Jose - Coronado,-84.037631,9.960175
Ruta San Jose - Coronado,-84.038018,9.959795
Ruta San Jose - Coronado,-84.038211,9.959536
Ruta San Jose - Coronado,-84.038655,9.958823
Ruta San Jose - Coronado,-84.038886,9.958441
Ruta San Jose - Coronado,-84.039349,9.95787
Ruta San Jose - Coronado,-84.039359,9.957857
Ruta San Jose - Coronado,-84.04017,9.95689
Ruta San Jose - Coronado,-84.040884,9.956196
Ruta San Jose - Coronado,-84.041219,9.955859
Ruta San Jose - Coronado,-84.041458,9.955617
Ruta San Jose - Coronado,-84.042525,9.954809
Ruta San Jose - Coronado,-84.042585,9.954759
Ruta San Jose - Coronado,-84.043398,9.954077
Ruta San Jose - Coronado,-84.044576,9.953
Ruta San Jose - Coronado,-84.045512,9.952172
Ruta San Jose - Coronado,-84.045512,9.952172
Ruta San Jose - Coronado,-84.04641,9.951382
Ruta San Jose - Coronado,-84.047428,9.950487
Ruta San Jose - Coronado,-84.048195,9.949808
Ruta San Jose - Coronado,-84.048205,9.949731
Ruta San Jose - Coronado,-84.048071,9.94949
Ruta San Jose - Coronado,-84.047732,9.94888
Ruta San Jose - Coronado,-84.047736,9.948784
Ruta San Jose - Coronado,-84.04917,9.948014
Ruta San Jose - Coronado,-84.050592,9.947262
Ruta San Jose - Coronado,-84.050791,9.947157
Ruta San Jose - Coronado,-84.053016,9.945965
Ruta San Jose - Coronado,-84.053576,9.94566
Ruta San Jose - Coronado,-84.053894,9.945487
Ruta San Jose - Coronado,-84.05553,9.944577
Ruta San Jose - Coronado,-84.056964,9.943845
Ruta San Jose - Coronado,-84.057509,9.943567
Ruta San Jose - Coronado,-84.058174,9.943218
Ruta San Jose - Coronado,-84.058541,9.943151
Ruta San Jose - Coronado,-84.059331,9.943004
Ruta San Jose - Coronado,-84.059497,9.942974
Ruta San Jose - Coronado,-84.059646,9.942959
Ruta San Jose - Coronado,-84.059859,9.942974
Ruta San Jose - Coronado,-84.060061,9.942983
Ruta San Jose - Coronado,-84.060766,9.942897
Ruta San Jose - Coronado,-84.062899,9.942499
Ruta San Jose - Coronado,-84.063038,9.942475
Ruta San Jose - Coronado,-84.064641,9.942193
Ruta San Jose - Coronado,-84.064796,9.942087
Ruta San Jose - Coronado,-84.064907,9.941733
Ruta San Jose - Coronado,-84.065095,9.941049
Ruta San Jose - Coronado,-84.065312,9.940331
Ruta San Jose - Coronado,-84.065355,9.940006
Ruta San Jose - Coronado,-84.065432,9.939829
Ruta San Jose - Coronado,-84.065509,9.939738
Ruta San Jose - Coronado,-84.065823,9.939556
Ruta San Jose - Coronado,-84.065915,9.939489
Ruta San Jose - Coronado,-84.065997,9.939322
Ruta San Jose - Coronado,-84.066132,9.938853
Ruta San Jose - Coronado,-84.066135,9.93884
Ruta San Jose - Coronado,-84.066301,9.938111
Ruta San Jose - Coronado,-84.066783,9.936872
Ruta San Jose - Coronado,-84.067289,9.935455
Ruta San Jose - Coronado,-84.06734,9.935325
Ruta San Jose - Coronado,-84.067555,9.934776
Ruta San Jose - Coronado,-84.067582,9.934786
Ruta San Jose - Coronado,-84.067582,9.934786
Ruta San Jose - Coronado,-84.06867,9.935197
Ruta San Jose - Coronado,-84.068723,9.935288
Ruta San Jose - Coronado,-84.068626,9.935536
Ruta San Jose - Coronado,-84.06867,9.935613
Ruta San Jose - Coronado,-84.0699,9.935914
Ruta San Jose - Coronado,-84.06998,9.935932
Ruta San Jose - Coronado,-84.07046,9.936038
Ruta San Jose - Coronado,-84.07103,9.936148
Ruta San Jose - Coronado,-84.072007,9.936226
Ruta San Jose - Coronado,-84.072975,9.936288
Ruta San Jose - Coronado,-84.073699,9.936448
Ruta San Jose - Coronado,-84.07492,9.936699
Ruta San Jose - Coronado,-84.076177,9.93696
Ruta San Jose - Coronado,-84.076947,9.937115
Ruta San Jose - Coronado,-84.077782,9.937291
Ruta San Jose - Coronado,-84.07916,9.937595
Ruta San Jose - Coronado,-84.080496,9.93786
Ruta San Jose - Coronado,-84.08063,9.93586
Ruta San Jose - Coronado,-84.079308,9.935759
Ruta San Jose - Coronado,-84.078918,9.935749
Ruta San Jose - Coronado,-84.07878,9.935734
Ruta San Jose - Coronado,-84.078152,9.935693
Ruta San Jose - Coronado,-84.077857,9.935702
Ruta San Jose - Coronado,-84.077392,9.935681
Ruta San Jose - Coronado,-84.077229,9.935636
Ruta San Jose - Coronado,-84.076861,9.935618
Ruta San Jose - Coronado,-84.07612,9.935569
Ruta San Jose - Coronado,-84.076034,9.935598
Ruta San Jose - Coronado,-84.075856,9.935717
Ruta San Jose - Coronado,-84.075791,9.93577
Ruta San Jose - Coronado,-84.075737,9.935846
Ruta San Jose - Coronado,-84.07557,9.935957
Ruta San Jose - Coronado,-84.075234,9.935961
Ruta San Jose - Coronado,-84.075013,9.935911
Ruta San Jose - Coronado,-84.074922,9.935857
Ruta San Jose - Coronado,-84.074857,9.935756
Ruta San Jose - Coronado,-84.074734,9.935563
Ruta San Jose - Coronado,-84.074622,9.935484
Ruta San Jose - Coronado,-84.074278,9.935444
Ruta San Jose - Coronado,-84.073605,9.935398
Ruta San Jose - Coronado,-84.073562,9.935395
Ruta San Jose - Coronado,-84.0719,9.935294
Ruta San Jose - Coronado,-84.071086,9.935222
Ruta San Jose - Coronado,-84.070727,9.93519
Ruta San Jose - Coronado,-84.070392,9.935141
Ruta San Jose - Coronado,-84.070362,9.935136
Ruta San Jose - Coronado,-84.069736,9.934975
Ruta San Jose - Coronado,-84.069138,9.934738
Ruta San Jose - Coronado,-84.069098,9.934638
Ruta San Jose - Coronado,-84.067915,9.934186
Ruta San Jose - Coronado,-84.067828,9.934247
Ruta San Jose - Coronado,-84.067582,9.934786
Ruta San Jose - Purral de Guadalupe - El Alto,-84.0676,9.934793
Ruta San Jose - Purral de Guadalupe - El Alto,-84.06866,9.935189
Ruta San Jose - Purral de Guadalupe - El Alto,-84.068725,9.935242
Ruta San Jose - Purral de Guadalupe - El Alto,-84.068624,9.935543
Ruta San Jose - Purral de Guadalupe - El Alto,-84.068684,9.935629
Ruta San Jose - Purral de Guadalupe - El Alto,-84.06914,9.935739
Ruta San Jose - Purral de Guadalupe - El Alto,-84.070156,9.935973
Ruta San Jose - Purral de Guadalupe - El Alto,-84.070167,9.935975
Ruta San Jose - Purral de Guadalupe - El Alto,-84.071015,9.936148
Ruta San Jose - Purral de Guadalupe - El Alto,-84.071568,9.936184
Ruta San Jose - Purral de Guadalupe - El Alto,-84.072984,9.936277
Ruta San Jose - Purral de Guadalupe - El Alto,-84.073214,9.936317
Ruta San Jose - Purral de Guadalupe - El Alto,-84.073646,9.93642
Ruta San Jose - Purral de Guadalupe - El Alto,-84.074859,9.936685
Ruta San Jose - Purral de Guadalupe - El Alto,-84.075764,9.936874
Ruta San Jose - Purral de Guadalupe - El Alto,-84.077176,9.937174
Ruta San Jose - Purral de Guadalupe - El Alto,-84.078839,9.937535
Ruta San Jose - Purral de Guadalupe - El Alto,-84.078986,9.935758
Ruta San Jose - Purral de Guadalupe - El Alto,-84.078262,9.935708
